sentence,label
"net sales of finnish sanoma learning  literature , of finnish media group sanoma , decreased by 3.6 % in january-june 2009 totalling eur 162.8 mn , down from eur 168.8 mn in the corresponding period in 2008 .",0
finnish consumer packaging manufacturer huhtamaki oyj said it swung to a net profit of 84.1 mln euro $ 105.6 mln in the first nine months of 2006 from a net loss of 2.6 mln euro $ 3.3 mln in the same period of 2005 .,2
"however , the proportion of the paid standing orders grew in 2009 .",2
"561,470 new shares under 2003 option rights plan packaging company huhtamaki oyj reported on monday that a total of 561,470 new shares of the company have been issued based on share subscriptions under its 2003 option rights plan .",1
the value of the contract is about eur 27mn .,1
"following the demerger , the vice president of the group s pharmaceutical trade in finland , jukka niemi , will be appointed managing director of oriola in addition to his current responsibilities .",1
"the number of class a shares remains unchanged at 9,526,089 shares .",1
"at first , solteq s services to companies operating in the st. petersburg area will include maintenance and material management systems and data collection solutions .",1
the company has 120 employees and annual sales of approximately eur16m .,1
"apartments of yit home may be purchased in 5 regions of russia , where yit subsidiaries carry out their activities  moscow and moscow region , st. petersburg , ekaterinburg , kazan and rostov-on-don .",1
we offer our customers solutions based on renewable raw materials .,1
"the connectivity unit has more than 100 e-invoice customers , and the number of annual transactions stands at nearly one million .",1
"operating profit totaled eur 3.8 mn , down from eur 4.5 mn in the corresponding period in 2005 .",0
"the company offers payroll services , including payroll processing , payroll tax administration , and employee pay services , including direct deposit , check signing , and readychex .",1
"operating profit was eur 0.6 mn , up from a loss of eur 19mn a year earlier .",2
"method and system for controlling a hard disk drive using a multimediacard physical interface  was invented by marko ahvenainen ruutana , finland .",1
vaisala s net profit for the third quarter of 2007 dropped to 3.0 mln euro  $ 4.3 mln  from 6.8 mln euro  $ 9.8 mln  for the same period of 2006 .,0
each share is entitled to one vote .,1
"the whitehall street real estate funds invest in real estate and real estate related assets , principally through the acquisition of real estate companies , real property and mortgage loans .",1
"ruukki s delivery volumes and selling prices showed favourable development and the company s comparable net sales grew by 50 % year-on-year to eur647m , ceo sakari tamminen said .",2
"the bond , with a maturity of five years , is part of the bank s domestic bond program .",1
"as a result , the company currently anticipates net sales to increase and the operating result to be positive .",2
"rockwell collins is a provider of flight deck , cabin and information management solutions for business aircraft operators .",1
panostaja did not disclose the purchase price .,1
tielinja generated net sales of 7.5 mln euro $ 9.6 mln in 2005 .,1
talvivaara mining company plc talvivaara mining company is an internationally significant base metals producer with its primary focus on nickel and zinc using a technology known as bioheapleaching to extract metals out of ore .,1
"the company can not give up palm oil altogether , however .",1
the group s 12-month operating profit grew 31 percent to 337.8 million euros .,2
"the stena poseidon is a so-called panamax tanker , designed to be able to pass through the narrow passages in the panama canal s locks .",1
finnish bank of +àland will launch its long-term pension savings account at the beginning of june 2010 .,1
"net interest income was eur 152.2 mn , up from eur 101.0 mn in 2008 .",2
"26 january 2011 - finnish metal products company componenta oyj  hel  cth1v  said yesterday its net loss narrowed to eur500 ,000 in the last quarter of 2010 from eur5 .3 m for the same period a year earlier .",2
"ahlstrom s 5,700 employees serve customers via sales offices and production facilities in more than 20 countries on six continents .",1
"london s leading shares today jumped almost 100 points , or 1.7 % , as the market opened .",2
reported operating margin was a negative 5.9 % .,0
ixonos will finance the acquisition through a 3.8 mln euro $ 5.2 mln loan .,1
"eero katajavuori , currently group vice president , human resources , will take a year-long sabbatical starting from october 1 , 2010 .",1
"ebit excluding non-recurring items , totalled eur 67.8 mn , up from eur 38.1 mn .",2
"finnish lifting equipment maker kone oyj said on october 4 , 2007 it won an order worth 15 mln euro $ 21.2 mln to deliver a total of 53 custom designed elevators to norwegian shipbuilder aker yards asa .",2
"as part of the reorganization , kauko-telko ltd will be divided into telko ltd , leipurin ltd , hamina terminal services ltd and kaukomarkkinat ltd. .",1
the terms and conditions of stock option scheme 2004 are available on the group s website .,1
"in the baltic countries , sales fell by 42.6 % .",0
technopolis has approximately 130 customer companies in jyvaskyla .,1
the company reiterates its outlook for 2009 .,1
"in addition , mids are always online and enable full internet browsing .",1
"france t+l+com spent more time studying teliasonera than other potential takeover targets because it has a shareholder that wants to sell , pellissier said .",1
"the development of the technological park , which will specialize in telecommunications and information technologies , is part of the state program for the formation of technoparks for hi-tech sectors in russia .",1
